rank,username,full_name,followers,following,posts,verified,private,profile_url,discovery_depth
1,boss,BOSS,12314702,103,5841,True,False,https://instagram.com/Boss,0
2,thejustinwelsh,Justin Welsh,77647,850,1160,True,False,https://instagram.com/thejustinwelsh,0
